<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.05.31	01:15:00	1.08333	1.08336	1.08323	1.08333	98	0	7
2024.05.31	01:30:00	1.08332	1.08337	1.08327	1.08333	88	0	7
2024.05.31	01:45:00	1.08332	1.08336	1.08331	1.08332	58	0	7
2024.05.31	02:00:00	1.08332	1.08339	1.08324	1.08325	168	0	0
2024.05.31	02:15:00	1.08325	1.08326	1.08315	1.08323	93	0	0
2024.05.31	02:30:00	1.08323	1.08327	1.08311	1.08321	153	0	0
2024.05.31	02:45:00	1.08320	1.08327	1.08310	1.08315	125	0	0
2024.05.31	03:00:00	1.08314	1.08336	1.08308	1.08319	243	0	0
2024.05.31	03:15:00	1.08316	1.08320	1.08294	1.08306	303	0	0
2024.05.31	03:30:00	1.08305	1.08329	1.08305	1.08320	334	0	0
2024.05.31	03:45:00	1.08321	1.08330	1.08305	1.08322	316	0	0
2024.05.31	04:00:00	1.08322	1.08337	1.08302	1.08305	339	0	0
2024.05.31	04:15:00	1.08305	1.08312	1.08276	1.08301	327	0	0
2024.05.31	04:30:00	1.08301	1.08303	1.08251	1.08255	332	0	0
2024.05.31	04:45:00	1.08251	1.08255	1.08204	1.08205	315	0	0
2024.05.31	05:00:00	1.08205	1.08224	1.08200	1.08202	301	0	0
2024.05.31	05:15:00	1.08203	1.08215	1.08191	1.08194	244	0	0
2024.05.31	05:30:00	1.08194	1.08197	1.08149	1.08151	298	0	0
2024.05.31	05:45:00	1.08150	1.08169	1.08115	1.08116	337	0	0
2024.05.31	06:00:00	1.08113	1.08152	1.08112	1.08143	373	0	0
2024.05.31	06:15:00	1.08143	1.08184	1.08136	1.08181	277	0	0
2024.05.31	06:30:00	1.08181	1.08187	1.08170	1.08175	208	0	0
2024.05.31	06:45:00	1.08175	1.08200	1.08174	1.08192	194	0	0
2024.05.31	07:00:00	1.08193	1.08195	1.08167	1.08168	232	0	0
2024.05.31	07:15:00	1.08168	1.08179	1.08163	1.08169	222	0	0
2024.05.31	07:30:00	1.08169	1.08173	1.08155	1.08168	193	0	0
2024.05.31	07:45:00	1.08166	1.08190	1.08158	1.08181	316	0	0
2024.05.31	08:00:00	1.08180	1.08194	1.08168	1.08187	250	0	0
2024.05.31	08:15:00	1.08188	1.08192	1.08171	1.08177	223	0	0
2024.05.31	08:30:00	1.08179	1.08209	1.08179	1.08194	289	0	0
2024.05.31	08:45:00	1.08194	1.08213	1.08194	1.08195	280	0	0
2024.05.31	09:00:00	1.08200	1.08218	1.08159	1.08159	424	0	0
2024.05.31	09:15:00	1.08158	1.08191	1.08147	1.08186	431	0	0
2024.05.31	09:30:00	1.08186	1.08197	1.08176	1.08186	358	0	0
2024.05.31	09:45:00	1.08192	1.08255	1.08178	1.08242	510	0	0
2024.05.31	10:00:00	1.08242	1.08249	1.08218	1.08220	646	0	0
2024.05.31	10:15:00	1.08220	1.08251	1.08196	1.08197	519	0	0
2024.05.31	10:30:00	1.08197	1.08241	1.08167	1.08219	505	0	0
2024.05.31	10:45:00	1.08220	1.08244	1.08207	1.08228	523	0	0
2024.05.31	11:00:00	1.08228	1.08286	1.08226	1.08284	523	0	0
2024.05.31	11:15:00	1.08281	1.08308	1.08274	1.08300	428	0	0
2024.05.31	11:30:00	1.08300	1.08378	1.08296	1.08365	408	0	0
2024.05.31	11:45:00	1.08366	1.08384	1.08340	1.08340	530	0	0
2024.05.31	12:00:00	1.08335	1.08450	1.08335	1.08411	648	0	0
2024.05.31	12:15:00	1.08411	1.08432	1.08388	1.08429	565	0	0
2024.05.31	12:30:00	1.08426	1.08448	1.08399	1.08434	520	0	0
2024.05.31	12:45:00	1.08435	1.08479	1.08433	1.08474	457	0	0
2024.05.31	13:00:00	1.08475	1.08484	1.08446	1.08469	466	0	0
2024.05.31	13:15:00	1.08470	1.08488	1.08459	1.08470	452	0	0
2024.05.31	13:30:00	1.08471	1.08512	1.08469	1.08504	382	0	0
2024.05.31	13:45:00	1.08504	1.08508	1.08476	1.08496	439	0	0
2024.05.31	14:00:00	1.08497	1.08551	1.08494	1.08551	325	0	0
2024.05.31	14:15:00	1.08550	1.08552	1.08512	1.08524	407	0	0
2024.05.31	14:30:00	1.08524	1.08551	1.08516	1.08527	395	0	0
2024.05.31	14:45:00	1.08527	1.08540	1.08479	1.08527	493	0	0
2024.05.31	15:00:00	1.08527	1.08539	1.08505	1.08532	459	0	0
2024.05.31	15:15:00	1.08532	1.08556	1.08505	1.08517	484	0	0
2024.05.31	15:30:00	1.08517	1.08769	1.08493	1.08769	1184	0	0
2024.05.31	15:45:00	1.08765	1.08822	1.08737	1.08801	790	0	0
2024.05.31	16:00:00	1.08801	1.08808	1.08746	1.08753	801	0	0
2024.05.31	16:15:00	1.08752	1.08762	1.08712	1.08722	638	0	0
2024.05.31	16:30:00	1.08721	1.08727	1.08677	1.08723	666	0	0
2024.05.31	16:45:00	1.08724	1.08753	1.08653	1.08689	732	0	0
2024.05.31	17:00:00	1.08686	1.08775	1.08675	1.08726	737	0	0
2024.05.31	17:15:00	1.08726	1.08756	1.08670	1.08685	771	0	0
2024.05.31	17:30:00	1.08685	1.08687	1.08535	1.08550	812	0	0
2024.05.31	17:45:00	1.08551	1.08601	1.08512	1.08557	1091	0	0
2024.05.31	18:00:00	1.08555	1.08589	1.08480	1.08508	953	0	0
2024.05.31	18:15:00	1.08507	1.08512	1.08418	1.08456	730	0	0
2024.05.31	18:30:00	1.08457	1.08523	1.08447	1.08505	747	0	0
2024.05.31	18:45:00	1.08504	1.08538	1.08461	1.08461	585	0	0
2024.05.31	19:00:00	1.08461	1.08461	1.08398	1.08434	527	0	0
2024.05.31	19:15:00	1.08435	1.08459	1.08428	1.08458	506	0	0
2024.05.31	19:30:00	1.08458	1.08510	1.08454	1.08509	447	0	0
2024.05.31	19:45:00	1.08510	1.08521	1.08468	1.08473	398	0	0
2024.05.31	20:00:00	1.08473	1.08504	1.08463	1.08502	429	0	0
2024.05.31	20:15:00	1.08502	1.08527	1.08489	1.08490	331	0	0
2024.05.31	20:30:00	1.08490	1.08496	1.08469	1.08469	350	0	0
2024.05.31	20:45:00	1.08469	1.08477	1.08454	1.08471	346	0	0
2024.05.31	21:00:00	1.08471	1.08490	1.08455	1.08478	314	0	0
2024.05.31	21:15:00	1.08478	1.08486	1.08475	1.08481	329	0	0
2024.05.31	21:30:00	1.08481	1.08492	1.08443	1.08463	389	0	0
2024.05.31	21:45:00	1.08464	1.08468	1.08410	1.08425	391	0	0
2024.05.31	22:00:00	1.08425	1.08456	1.08421	1.08421	380	0	0
2024.05.31	22:15:00	1.08421	1.08442	1.08406	1.08433	360	0	0
2024.05.31	22:30:00	1.08432	1.08475	1.08420	1.08464	349	0	0
2024.05.31	22:45:00	1.08463	1.08512	1.08461	1.08507	557	0	0
2024.05.31	23:00:00	1.08507	1.08518	1.08475	1.08497	307	0	0
2024.05.31	23:15:00	1.08498	1.08500	1.08462	1.08469	236	0	4
2024.05.31	23:30:00	1.08471	1.08491	1.08457	1.08488	155	0	5
2024.05.31	23:45:00	1.08488	1.08502	1.08474	1.08474	317	0	2
2024.06.03	00:00:00	1.08500	1.08500	1.08417	1.08457	166	0	20
2024.06.03	00:15:00	1.08456	1.08477	1.08452	1.08477	25	0	18
2024.06.03	00:30:00	1.08477	1.08495	1.08447	1.08486	46	0	10
2024.06.03	00:45:00	1.08488	1.08505	1.08469	1.08478	116	0	17
2024.06.03	01:00:00	1.08478	1.08527	1.08478	1.08510	159	0	1
2024.06.03	01:15:00	1.08512	1.08541	1.08510	1.08527	118	0	7
2024.06.03	01:30:00	1.08527	1.08536	1.08519	1.08522	215	0	7
2024.06.03	01:45:00	1.08522	1.08526	1.08505	1.08508	194	0	8
2024.06.03	02:00:00	1.08509	1.08519	1.08504	1.08509	122	0	0
2024.06.03	02:15:00	1.08509	1.08514	1.08503	1.08512	130	0	0
2024.06.03	02:30:00	1.08514	1.08530	1.08509	1.08517	146	0	0
2024.06.03	02:45:00	1.08517	1.08529	1.08517	1.08525	169	0	0
2024.06.03	03:00:00	1.08525	1.08540	1.08512	1.08537	278	0	0
2024.06.03	03:15:00	1.08537	1.08558	1.08534	1.08547	233	0	0
2024.06.03	03:30:00	1.08547	1.08549	1.08527	1.08534	220	0	0
2024.06.03	03:45:00	1.08534	1.08575	1.08534	1.08564	281	0	0
2024.06.03	04:00:00	1.08564	1.08576	1.08544	1.08559	305	0	0
2024.06.03	04:15:00	1.08559	1.08565	1.08548	1.08553	305	0	0
2024.06.03	04:30:00	1.08554	1.08578	1.08548	1.08577	276	0	0
2024.06.03	04:45:00	1.08577	1.08587	1.08573	1.08576	295	0	0
2024.06.03	05:00:00	1.08577	1.08579	1.08527	1.08528	259	0	0
2024.06.03	05:15:00	1.08529	1.08534	1.08519	1.08530	214	0	0
2024.06.03	05:30:00	1.08529	1.08544	1.08525	1.08539	177	0	0
2024.06.03	05:45:00	1.08540	1.08544	1.08531	1.08539	179	0	0
2024.06.03	06:00:00	1.08540	1.08569	1.08532	1.08555	179	0	0
2024.06.03	06:15:00	1.08555	1.08561	1.08533	1.08536	219	0	0
2024.06.03	06:30:00	1.08535	1.08536	1.08509	1.08517	222	0	0
2024.06.03	06:45:00	1.08516	1.08525	1.08494	1.08498	218	0	0
2024.06.03	07:00:00	1.08498	1.08526	1.08493	1.08520	215	0	0
2024.06.03	07:15:00	1.08520	1.08545	1.08519	1.08541	176	0	0
2024.06.03	07:30:00	1.08541	1.08547	1.08528	1.08531	172	0	0
2024.06.03	07:45:00	1.08530	1.08539	1.08518	1.08520	117	0	0
2024.06.03	08:00:00	1.08519	1.08540	1.08513	1.08537	101	0	0
2024.06.03	08:15:00	1.08538	1.08542	1.08519	1.08525	189	0	0
2024.06.03	08:30:00	1.08524	1.08529	1.08489	1.08495	316	0	0
2024.06.03	08:45:00	1.08496	1.08530	1.08483	1.08525	301	0	0
2024.06.03	09:00:00	1.08521	1.08537	1.08493	1.08509	463	0	0
2024.06.03	09:15:00	1.08509	1.08509	1.08481	1.08486	401	0	0
2024.06.03	09:30:00	1.08486	1.08547	1.08468	1.08540	450	0	0
2024.06.03	09:45:00	1.08540	1.08586	1.08518	1.08564	562	0	0
2024.06.03	10:00:00	1.08564	1.08586	1.08511	1.08512	644	0	0
2024.06.03	10:15:00	1.08513	1.08513	1.08460	1.08462	571	0	0
2024.06.03	10:30:00	1.08463	1.08513	1.08450	1.08505	484	0	0
2024.06.03	10:45:00	1.08494	1.08498	1.08398	1.08399	567	0	0
2024.06.03	11:00:00	1.08398	1.08410	1.08343	1.08352	690	0	0
2024.06.03	11:15:00	1.08353	1.08382	1.08334	1.08369	552	0	0
2024.06.03	11:30:00	1.08370	1.08411	1.08367	1.08373	524	0	0
2024.06.03	11:45:00	1.08373	1.08425	1.08360	1.08402	539	0	0
2024.06.03	12:00:00	1.08403	1.08407	1.08352	1.08361	503	0	0
2024.06.03	12:15:00	1.08361	1.08379	1.08349	1.08379	470	0	0
2024.06.03	12:30:00	1.08383	1.08412	1.08343	1.08346	520	0	0
2024.06.03	12:45:00	1.08346	1.08376	1.08323	1.08348	523	0	0
2024.06.03	13:00:00	1.08349	1.08356	1.08283	1.08297	519	0	0
2024.06.03	13:15:00	1.08297	1.08341	1.08297	1.08318	459	0	0
2024.06.03	13:30:00	1.08318	1.08336	1.08278	1.08326	424	0	0
2024.06.03	13:45:00	1.08325	1.08391	1.08321	1.08371	412	0	0
2024.06.03	14:00:00	1.08370	1.08415	1.08370	1.08407	432	0	0
2024.06.03	14:15:00	1.08406	1.08446	1.08405	1.08417	406	0	0
2024.06.03	14:30:00	1.08417	1.08434	1.08406	1.08431	500	0	0
2024.06.03	14:45:00	1.08433	1.08448	1.08408	1.08433	509	0	0
2024.06.03	15:00:00	1.08435	1.08442	1.08405	1.08420	547	0	0
2024.06.03	15:15:00	1.08423	1.08480	1.08423	1.08468	565	0	0
2024.06.03	15:30:00	1.08469	1.08499	1.08464	1.08478	535	0	0
2024.06.03	15:45:00	1.08478	1.08479	1.08422	1.08443	568	0	0
2024.06.03	16:00:00	1.08443	1.08492	1.08443	1.08479	535	0	0
2024.06.03	16:15:00	1.08480	1.08529	1.08470	1.08521	490	0	0
2024.06.03	16:30:00	1.08522	1.08538	1.08504	1.08534	610	0	0
2024.06.03	16:45:00	1.08534	1.08537	1.08492	1.08516	675	0	0
2024.06.03	17:00:00	1.08523	1.08816	1.08523	1.08793	1182	0	0
2024.06.03	17:15:00	1.08797	1.08824	1.08731	1.08787	974	0	0
2024.06.03	17:30:00	1.08787	1.08802	1.08736	1.08761	882	0	0
2024.06.03	17:45:00	1.08761	1.08768	1.08664	1.08698	873	0	0
2024.06.03	18:00:00	1.08700	1.08827	1.08697	1.08821	635	0	0
2024.06.03	18:15:00	1.08822	1.08882	1.08813	1.08871	563	0	0
2024.06.03	18:30:00	1.08872	1.08901	1.08856	1.08885	537	0	0
2024.06.03	18:45:00	1.08887	1.08904	1.08867	1.08896	501	0	0
2024.06.03	19:00:00	1.08896	1.08903	1.08861	1.08862	534	0	0
2024.06.03	19:15:00	1.08862	1.08878	1.08831	1.08840	555	0	0
2024.06.03	19:30:00	1.08838	1.08868	1.08812	1.08856	585	0	0
2024.06.03	19:45:00	1.08856	1.08875	1.08850	1.08852	531	0	0
2024.06.03	20:00:00	1.08852	1.08861	1.08813	1.08836	543	0	0
2024.06.03	20:15:00	1.08836	1.08882	1.08827	1.08881	467	0	0
2024.06.03	20:30:00	1.08881	1.08887	1.08872	1.08883	389	0	0
2024.06.03	20:45:00	1.08883	1.08887	1.08856	1.08879	480	0	0
2024.06.03	21:00:00	1.08880	1.08886	1.08867	1.08877	394	0	0
2024.06.03	21:15:00	1.08878	1.08932	1.08877	1.08927	414	0	0
2024.06.03	21:30:00	1.08927	1.08961	1.08925	1.08941	422	0	0
2024.06.03	21:45:00	1.08941	1.08978	1.08941	1.08973	383	0	0
2024.06.03	22:00:00	1.08973	1.08987	1.08961	1.08983	395	0	0
2024.06.03	22:15:00	1.08984	1.08994	1.08970	1.08971	279	0	0
2024.06.03	22:30:00	1.08971	1.08986	1.08961	1.08985	350	0	0
2024.06.03	22:45:00	1.08985	1.09002	1.08982	1.08997	294	0	0
2024.06.03	23:00:00	1.08999	1.08999	1.08992	1.08994	116	0	1
2024.06.03	23:15:00	1.08994	1.09009	1.08992	1.09003	138	0	4
2024.06.03	23:30:00	1.09003	1.09013	1.09001	1.09010	131	0	7
2024.06.03	23:45:00	1.09011	1.09039	1.09010	1.09036	239	0	7
2024.06.04	00:00:00	1.09029	1.09035	1.08946	1.09022	111	0	14
2024.06.04	00:15:00	1.09017	1.09022	1.08974	1.09007	75	0	13
2024.06.04	00:30:00	1.09007	1.09027	1.09001	1.09026	85	0	21
2024.06.04	00:45:00	1.09026	1.09028	1.09002	1.09024	66	0	7
2024.06.04	01:00:00	1.09023	1.09092	1.08997	1.09091	151	0	7
2024.06.04	01:15:00	1.09094	1.09094	1.09071	1.09077	122	0	7
2024.06.04	01:30:00	1.09078	1.09085	1.09066	1.09067	123	0	6
2024.06.04	01:45:00	1.09068	1.09075	1.09067	1.09069	77	0	7
2024.06.04	02:00:00	1.09068	1.09087	1.09065	1.09081	113	0	0
2024.06.04	02:15:00	1.09080	1.09089	1.09076	1.09085	113	0	0
2024.06.04	02:30:00	1.09085	1.09086	1.09067	1.09069	141	0	0
2024.06.04	02:45:00	1.09069	1.09076	1.09064	1.09072	169	0	0
2024.06.04	03:00:00	1.09072	1.09149	1.09072	1.09131	368	0	0
2024.06.04	03:15:00	1.09129	1.09143	1.09114	1.09132	298	0	0
2024.06.04	03:30:00	1.09132	1.09158	1.09130	1.09153	180	0	0
2024.06.04	03:45:00	1.09153	1.09160	1.09126	1.09128	352	0	0
2024.06.04	04:00:00	1.09128	1.09136	1.09096	1.09107	318	0	0
2024.06.04	04:15:00	1.09106	1.09118	1.09102	1.09115	250	0	0
2024.06.04	04:30:00	1.09116	1.09122	1.09072	1.09092	308	0	0
2024.06.04	04:45:00	1.09092	1.09095	1.09070	1.09076	267	0	0
2024.06.04	05:00:00	1.09076	1.09087	1.09066	1.09070	274	0	0
2024.06.04	05:15:00	1.09071	1.09084	1.09054	1.09064	213	0	0
2024.06.04	05:30:00	1.09065	1.09071	1.09052	1.09071	233	0	0
2024.06.04	05:45:00	1.09071	1.09081	1.09063	1.09077	169	0	0
2024.06.04	06:00:00	1.09077	1.09087	1.09069	1.09079	192	0	0
2024.06.04	06:15:00	1.09079	1.09091	1.09071	1.09086	170	0	0
2024.06.04	06:30:00	1.09086	1.09100	1.09085	1.09096	205	0	0
2024.06.04	06:45:00	1.09095	1.09096	1.09071	1.09075	144	0	0
2024.06.04	07:00:00	1.09075	1.09097	1.09069	1.09092	145	0	0
2024.06.04	07:15:00	1.09091	1.09097	1.09088	1.09096	188	0	0
2024.06.04	07:30:00	1.09096	1.09097	1.09076	1.09076	163	0	0
2024.06.04	07:45:00	1.09076	1.09098	1.09067	1.09094	163	0	0
2024.06.04	08:00:00	1.09093	1.09109	1.09084	1.09103	182	0	0
2024.06.04	08:15:00	1.09103	1.09103	1.09073	1.09074	168	0	0
2024.06.04	08:30:00	1.09074	1.09077	1.09045	1.09052	262	0	0
2024.06.04	08:45:00	1.09052	1.09052	1.09027	1.09032	354	0	0
2024.06.04	09:00:00	1.09031	1.09050	1.09000	1.09017	514	0	0
2024.06.04	09:15:00	1.09017	1.09034	1.08992	1.08997	500	0	0
2024.06.04	09:30:00	1.08996	1.09022	1.08971	1.08977	598	0	0
2024.06.04	09:45:00	1.08979	1.09005	1.08964	1.08972	485	0	0
2024.06.04	10:00:00	1.08971	1.08986	1.08924	1.08930	763	0	0
2024.06.04	10:15:00	1.08932	1.08956	1.08862	1.08905	669	0	0
2024.06.04	10:30:00	1.08905	1.08909	1.08847	1.08862	603	0	0
2024.06.04	10:45:00	1.08861	1.08928	1.08859	1.08902	534	0	0
2024.06.04	11:00:00	1.08902	1.08902	1.08846	1.08878	730	0	0
2024.06.04	11:15:00	1.08878	1.08908	1.08783	1.08787	641	0	0
2024.06.04	11:30:00	1.08788	1.08814	1.08742	1.08778	633	0	0
2024.06.04	11:45:00	1.08776	1.08815	1.08767	1.08808	640	0	0
2024.06.04	12:00:00	1.08807	1.08821	1.08694	1.08714	706	0	0
2024.06.04	12:15:00	1.08714	1.08769	1.08711	1.08743	739	0	0
2024.06.04	12:30:00	1.08742	1.08800	1.08742	1.08782	554	0	0
2024.06.04	12:45:00	1.08783	1.08789	1.08714	1.08717	567	0	0
2024.06.04	13:00:00	1.08718	1.08718	1.08654	1.08666	614	0	0
2024.06.04	13:15:00	1.08666	1.08694	1.08651	1.08653	600	0	0
2024.06.04	13:30:00	1.08651	1.08680	1.08643	1.08669	603	0	0
2024.06.04	13:45:00	1.08665	1.08705	1.08632	1.08663	599	0	0
2024.06.04	14:00:00	1.08664	1.08688	1.08622	1.08658	628	0	0
2024.06.04	14:15:00	1.08657	1.08698	1.08648	1.08680	557	0	0
2024.06.04	14:30:00	1.08680	1.08705	1.08637	1.08637	511	0	0
2024.06.04	14:45:00	1.08637	1.08641	1.08593	1.08614	569	0	0
2024.06.04	15:00:00	1.08615	1.08690	1.08615	1.08667	708	0	0
2024.06.04	15:15:00	1.08668	1.08693	1.08660	1.08674	630	0	0
2024.06.04	15:30:00	1.08677	1.08699	1.08647	1.08658	534	0	0
2024.06.04	15:45:00	1.08658	1.08680	1.08622	1.08645	559	0	0
2024.06.04	16:00:00	1.08646	1.08657	1.08620	1.08650	611	0	0
2024.06.04	16:15:00	1.08643	1.08690	1.08624	1.08670	589	0	0
2024.06.04	16:30:00	1.08670	1.08705	1.08656	1.08692	678	0	0
2024.06.04	16:45:00	1.08693	1.08717	1.08647	1.08658	613	0	0
2024.06.04	17:00:00	1.08659	1.08799	1.08631	1.08686	1298	0	0
2024.06.04	17:15:00	1.08684	1.08717	1.08649	1.08702	1000	0	0
2024.06.04	17:30:00	1.08699	1.08761	1.08677	1.08735	810	0	0
2024.06.04	17:45:00	1.08734	1.08820	1.08729	1.08802	757	0	0
2024.06.04	18:00:00	1.08802	1.08826	1.08753	1.08757	727	0	0
2024.06.04	18:15:00	1.08757	1.08835	1.08750	1.08817	695	0	0
2024.06.04	18:30:00	1.08818	1.08832	1.08776	1.08809	617	0	0
2024.06.04	18:45:00	1.08809	1.08816	1.08775	1.08776	519	0	0
2024.06.04	19:00:00	1.08776	1.08817	1.08775	1.08816	535	0	0
2024.06.04	19:15:00	1.08816	1.08830	1.08801	1.08824	530	0	0
2024.06.04	19:30:00	1.08824	1.08834	1.08781	1.08819	541	0	0
2024.06.04	19:45:00	1.08818	1.08834	1.08788	1.08803	519	0	0
2024.06.04	20:00:00	1.08802	1.08813	1.08782	1.08802	505	0	0
2024.06.04	20:15:00	1.08802	1.08830	1.08790	1.08830	449	0	0
2024.06.04	20:30:00	1.08830	1.08853	1.08813	1.08844	496	0	0
2024.06.04	20:45:00	1.08846	1.08876	1.08818	1.08833	431	0	0
2024.06.04	21:00:00	1.08828	1.08840	1.08802	1.08827	441	0	0
2024.06.04	21:15:00	1.08828	1.08864	1.08826	1.08840	484	0	0
2024.06.04	21:30:00	1.08841	1.08846	1.08819	1.08836	392	0	0
2024.06.04	21:45:00	1.08836	1.08851	1.08817	1.08822	374	0	0
2024.06.04	22:00:00	1.08822	1.08823	1.08786	1.08801	488	0	0
2024.06.04	22:15:00	1.08801	1.08827	1.08796	1.08809	350	0	0
2024.06.04	22:30:00	1.08810	1.08822	1.08792	1.08816	356	0	0
2024.06.04	22:45:00	1.08816	1.08826	1.08807	1.08811	374	0	0
2024.06.04	23:00:00	1.08811	1.08811	1.08791	1.08799	209	0	1
2024.06.04	23:15:00	1.08799	1.08802	1.08789	1.08789	132	0	5
2024.06.04	23:30:00	1.08789	1.08790	1.08781	1.08782	107	0	5
2024.06.04	23:45:00	1.08782	1.08790	1.08773	1.08785	166	0	7
2024.06.05	00:00:00	1.08781	1.08803	1.08773	1.08792	56	0	9
2024.06.05	00:15:00	1.08790	1.08804	1.08787	1.08801	47	0	15
2024.06.05	00:30:00	1.08801	1.08803	1.08774	1.08778	33	0	9
2024.06.05	00:45:00	1.08779	1.08796	1.08779	1.08790	23	0	12
2024.06.05	01:00:00	1.08790	1.08791	1.08776	1.08784	47	0	8
2024.06.05	01:15:00	1.08787	1.08799	1.08787	1.08797	48	0	7
2024.06.05	01:30:00	1.08797	1.08797	1.08788	1.08788	48	0	7
2024.06.05	01:45:00	1.08786	1.08794	1.08785	1.08794	33	0	7
2024.06.05	02:00:00	1.08793	1.08813	1.08793	1.08812	100	0	0
2024.06.05	02:15:00	1.08812	1.08816	1.08803	1.08807	91	0	0
2024.06.05	02:30:00	1.08807	1.08812	1.08801	1.08802	138	0	0
2024.06.05	02:45:00	1.08802	1.08820	1.08802	1.08818	169	0	0
2024.06.05	03:00:00	1.08818	1.08818	1.08785	1.08811	293	0	0
2024.06.05	03:15:00	1.08810	1.08811	1.08785	1.08790	238	0	0
2024.06.05	03:30:00	1.08790	1.08861	1.08788	1.08848	229	0	0
2024.06.05	03:45:00	1.08849	1.08857	1.08827	1.08842	323	0	0
2024.06.05	04:00:00	1.08842	1.08848	1.08829	1.08832	235	0	0
2024.06.05	04:15:00	1.08832	1.08851	1.08823	1.08849	214	0	0
2024.06.05	04:30:00	1.08849	1.08849	1.08807	1.08842	210	0	0
2024.06.05	04:45:00	1.08842	1.08861	1.08823	1.08841	329	0	0
2024.06.05	05:00:00	1.08841	1.08857	1.08829	1.08852	189	0	0
2024.06.05	05:15:00	1.08852	1.08853	1.08841	1.08847	124	0	0
2024.06.05	05:30:00	1.08847	1.08853	1.08843	1.08849	179	0	0
2024.06.05	05:45:00	1.08847	1.08852	1.08829	1.08834	142	0	0
2024.06.05	06:00:00	1.08835	1.08837	1.08806	1.08816	190	0	0
2024.06.05	06:15:00	1.08816	1.08822	1.08780	1.08780	234	0	0
2024.06.05	06:30:00	1.08781	1.08791	1.08766	1.08791	169	0	0
2024.06.05	06:45:00	1.08790	1.08800	1.08775	1.08785	192	0	0
2024.06.05	07:00:00	1.08784	1.08786	1.08776	1.08776	138	0	0
2024.06.05	07:15:00	1.08777	1.08789	1.08771	1.08789	180	0	0
2024.06.05	07:30:00	1.08789	1.08799	1.08782	1.08796	167	0	0
2024.06.05	07:45:00	1.08796	1.08809	1.08794	1.08807	162	0	0
2024.06.05	08:00:00	1.08807	1.08824	1.08803	1.08818	209	0	0
2024.06.05	08:15:00	1.08818	1.08818	1.08782	1.08791	205	0	0
2024.06.05	08:30:00	1.08791	1.08797	1.08767	1.08775	257	0	0
2024.06.05	08:45:00	1.08774	1.08802	1.08760	1.08792	287	0	0
2024.06.05	09:00:00	1.08791	1.08796	1.08741	1.08741	432	0	0
2024.06.05	09:15:00	1.08742	1.08751	1.08722	1.08739	387	0	0
2024.06.05	09:30:00	1.08739	1.08769	1.08735	1.08758	342	0	0
2024.06.05	09:45:00	1.08757	1.08803	1.08745	1.08760	412	0	0
2024.06.05	10:00:00	1.08758	1.08784	1.08724	1.08740	613	0	0
2024.06.05	10:15:00	1.08739	1.08787	1.08731	1.08781	540	0	0
2024.06.05	10:30:00	1.08782	1.08795	1.08767	1.08768	452	0	0
2024.06.05	10:45:00	1.08767	1.08767	1.08709	1.08718	464	0	0
2024.06.05	11:00:00	1.08717	1.08749	1.08709	1.08733	429	0	0
2024.06.05	11:15:00	1.08727	1.08756	1.08700	1.08730	419	0	0
2024.06.05	11:30:00	1.08731	1.08753	1.08720	1.08749	418	0	0
2024.06.05	11:45:00	1.08749	1.08767	1.08735	1.08758	395	0	0
2024.06.05	12:00:00	1.08757	1.08759	1.08715	1.08726	401	0	0
2024.06.05	12:15:00	1.08727	1.08759	1.08718	1.08744	464	0	0
2024.06.05	12:30:00	1.08745	1.08773	1.08732	1.08758	422	0	0
2024.06.05	12:45:00	1.08758	1.08768	1.08734	1.08735	340	0	0
2024.06.05	13:00:00	1.08735	1.08735	1.08665	1.08688	423	0	0
2024.06.05	13:15:00	1.08688	1.08698	1.08663	1.08666	399	0	0
2024.06.05	13:30:00	1.08666	1.08672	1.08650	1.08667	398	0	0
2024.06.05	13:45:00	1.08667	1.08693	1.08667	1.08686	302	0	0
2024.06.05	14:00:00	1.08683	1.08690	1.08616	1.08617	372	0	0
2024.06.05	14:15:00	1.08617	1.08638	1.08615	1.08628	396	0	0
2024.06.05	14:30:00	1.08628	1.08656	1.08600	1.08640	387	0	0
2024.06.05	14:45:00	1.08640	1.08692	1.08634	1.08681	367	0	0
2024.06.05	15:00:00	1.08682	1.08737	1.08680	1.08705	455	0	0
2024.06.05	15:15:00	1.08725	1.08772	1.08719	1.08755	833	0	0
2024.06.05	15:30:00	1.08757	1.08787	1.08725	1.08782	598	0	0
2024.06.05	15:45:00	1.08783	1.08843	1.08778	1.08839	559	0	0
2024.06.05	16:00:00	1.08839	1.08864	1.08816	1.08830	580	0	0
2024.06.05	16:15:00	1.08831	1.08873	1.08821	1.08860	565	0	0
2024.06.05	16:30:00	1.08862	1.08903	1.08840	1.08884	735	0	0
2024.06.05	16:45:00	1.08887	1.08917	1.08826	1.08885	1031	0	0
2024.06.05	17:00:00	1.08722	1.08837	1.08621	1.08650	1264	0	0
2024.06.05	17:15:00	1.08650	1.08749	1.08633	1.08700	965	0	0
2024.06.05	17:30:00	1.08701	1.08804	1.08692	1.08746	807	0	0
2024.06.05	17:45:00	1.08745	1.08745	1.08630	1.08663	682	0	0
2024.06.05	18:00:00	1.08664	1.08701	1.08661	1.08700	579	0	0
2024.06.05	18:15:00	1.08700	1.08705	1.08629	1.08671	549	0	0
